attrInteger,attrInteger,attrInteger,attrInteger
1687842,868,168784200,1687843
1979520,538,197952000,1979521
1890661,844,189066100,1890662
439615,693,43961500,439616
672219,909,67221900,672220
682746,911,68274600,682747
912198,232,91219800,912199
371181,908,37118100,371182
129656,76,12965600,129657
1743939,778,174393900,1743940
385052,443,38505200,385053
1811457,870,181145700,1811458
799642,724,79964200,799643
1186334,441,118633400,1186335
315331,689,31533100,315332
44742,930,4474200,44743
1938128,706,193812800,1938129
1831760,748,183176000,1831761
263237,491,26323700,263238
1030529,821,103052900,1030530
239681,157,23968100,239682
106470,396,10647000,106471
509778,624,50977800,509779
1083129,970,108312900,1083130
1251688,119,125168800,1251689
4871,531,487100,4872
361227,355,36122700,361228
1077212,58,107721200,1077213
1148155,432,114815500,1148156
999671,575,99967100,999672
1401607,496,140160700,1401608
1711768,458,171176800,1711758
10834,51,1083400,10835
1816962,313,181696200,1816963
1167552,987,116755200,1167553
225091,683,22509100,225092
1144813,920,114481300,1144814
1528606,166,152860600,1528607
1516005,473,151600500,1516006
783605,25,78360500,783606
1962041,265,196204100,1962042
1273033,580,127303300,1273034
1691244,550,169124400,1691245
110040,135,11004000,110041
683850,690,68385000,683851
1973884,468,197388400,1973885
1356103,346,135610300,1356104
1229384,8,122938400,1229385
902382,544,90238200,902383
443896,961,44389600,443897
1487148,42,148714800,1487149
1036190,841,103619000,1036191
759216,218,75921600,759217
791250,430,79125000,791251
656737,937,65673700,656738
850620,808,85062000,850621
294153,459,29415300,294154
1945589,889,194558900,1945590
1988635,206,198863500,1988636
1146057,126,114605700,1146058
200928,677,20092800,200929
1317357,886,131735700,1317358
1853518,450,185351800,1853519
221124,427,22112400,221125
1421299,856,142129900,1421300
445126,770,44512600,445127
1985840,341,198584000,1985841
1667012,587,166701200,1667013
1859733,784,185973300,1859734
286186,712,28618600,286187
948292,548,94829200,948293
1727627,830,172762700,1727628
208764,408,20876400,208765
1122561,265,112256100,1122562
1055956,307,105595600,1055957
80743,673,8074300,80744
1887552,572,188755200,1887553
227419,834,22741900,227420
1649884,797,164988400,1649885
128849,388,12884900,128850
471958,225,47195800,471959
1961840,650,196184000,1961841
787095,346,78709500,787096
1305239,464,130523900,1305240
1403390,578,140339000,1403391
537023,214,53702300,537024
125044,835,12504400,125045
996017,737,99601700,996018
159953,462,15995300,159954
1203727,308,120372700,1203728
431274,876,43127400,431275
884803,977,88480300,884804
130610,947,13061000,130611
814748,630,81474800,814749
723244,887,72324400,723245
1788498,802,178849800,1788499
1473721,580,147372100,1473722
1570386,559,157038600,1570387
520158,441,52015800,520159
1641260,104,164126000,1641261
677678,735,67767800,677668
588102,307,58810200,588103
1577755,490,157775500,1577756
1722745,762,172274500,1722746
1951096,551,195109600,1951097
60184,709,6018400,60185
1781001,167,178100100,1781002
1950844,485,195084400,1950845
1439989,731,143998900,1439979
1450024,554,145002400,1450025
1766087,850,176608700,1766088
1112467,456,111246700,1112468
496054,690,49605400,496055
1475972,249,147597200,1475973
1198787,691,119878700,1198788
1570282,306,157028200,1570283
1398453,182,139845300,1398454
1819352,617,181935200,1819353
1766594,187,176659400,1766595
113167,310,11316700,113168
368971,919,36897100,368972
1299547,365,129954700,1299537
1525626,836,152562600,1525627
922483,652,92248300,922484
78249,298,7824900,78250
1084393,587,108439300,1084394
427812,997,42781200,427813
1150246,262,115024600,1150247
1345082,958,134508200,1345083
1216299,628,121629900,1216300
716261,389,71626100,716262
722891,178,72289100,722892
1229473,174,122947300,1229474
373630,360,37363000,373631
59094,170,5909400,59095
1525529,665,152552900,1525530
1634349,35,163434900,1634350
1144887,159,114488700,1144888
378792,782,37879200,378793
1854764,645,185476400,1854765
1715296,607,171529600,1715297
1653448,321,165344800,1653449
1172628,807,117262800,1172629
388537,395,38853700,388538
1287754,344,128775400,1287755
1954353,412,195435300,1954354
1605785,209,160578500,1605786
454055,860,45405500,454056
513694,652,51369400,513695
10115,814,1011500,10116
1920783,578,192078300,1920784
427328,11,42732800,427329
1661440,331,166144000,1661441
1151987,585,115198700,1151988
842382,424,84238200,842383
1364352,712,136435200,1364353
1737736,988,173773600,1737737
997669,404,99766900,997670
1178683,484,117868300,1178684
748895,777,74889500,748896
1201834,888,120183400,1201835
1645960,466,164596000,1645961
4971,451,497100,4972
1800900,798,180090000,1800901
677686,790,67768600,677687
495291,498,49529100,495292
1586015,820,158601500,1586016
82938,238,8293800,82939
1433941,107,143394100,1433942
821781,207,82178100,821782
1025214,988,102521400,1025215
1593822,858,159382200,1593823
193678,270,19367800,193679
1911188,142,191118800,1911189
1817280,366,181728000,1817281
591385,600,59138500,591386
244355,43,24435500,244356
1611116,443,161111600,1611117
968558,868,96855800,968559
821777,331,82177700,821767
1946545,209,194654500,1946546
951186,720,95118600,951187
869003,980,86900300,869004
1112168,259,111216800,1112169
1597584,888,159758400,1597585
236985,517,23698500,236975
725726,586,72572600,725727
1435270,58,143527000,1435271
4147,464,414700,4148
88758,910,8875800,88759
868505,84,86850500,868506
821918,143,82191800,821919
859238,752,85923800,859239
640746,380,64074600,640747
1638211,41,163821100,1638212
587175,890,58717500,587176
1166523,193,116652300,1166524
1486298,668,148629800,1486299
272435,192,27243500,272436
13668,137,1366800,13669
1124780,984,112478000,1124781
1422644,79,142264400,1422645
1908957,867,190895700,1908958
1219175,412,121917500,1219176
281388,547,28138800,281389
427697,33,42769700,427698
1159729,389,115972900,1159730
593925,535,59392500,593926
1231512,763,123151200,1231513
1263645,297,126364500,1263646
635596,973,63559600,635597
1976081,989,197608100,1976071
1772023,338,177202300,1772013
1100813,998,110081300,1100814
917754,926,91775400,917755
51216,371,5121600,51217
260029,101,26002900,260030
92642,188,9264200,92643
459034,725,45903400,459035
1175041,762,117504100,1175042
1941213,986,194121300,1941214
1408309,965,140830900,1408310
694331,278,69433100,694332
584306,133,58430600,584307
153578,813,15357800,153579
153866,853,15386600,153867
1520093,364,152009300,1520094
105012,534,10501200,105013
226058,953,22605800,226059
1568409,342,156840900,1568410
767183,323,76718300,767184
1566025,593,156602500,1566015
735290,792,73529000,735291
1388992,67,138899200,1388993
1688438,923,168843800,1688439
475301,701,47530100,475302
1878076,190,187807600,1878077
820619,756,82061900,820620
8885,285,888500,8886
1957782,163,195778200,1957783
1675489,921,167548900,1675490
836330,729,83633000,836331
1854907,154,185490700,1854908
1355323,876,135532300,1355324
355086,41,35508600,355087
1465106,202,146510600,1465107
617408,582,61740800,617409
362864,503,36286400,362865
1802696,484,180269600,1802697
738053,621,73805300,738054
468622,447,46862200,468623
1489347,163,148934700,1489348
1121623,187,112162300,1121624
993905,845,99390500,993906
404882,153,40488200,404883
1285952,203,128595200,1285953
1599710,214,159971000,1599700
1254787,733,125478700,1254788
776655,103,77665500,776656
812562,297,81256200,812563
179814,650,17981400,179815
1671520,649,167152000,1671521
1993295,854,199329500,1993296
524486,605,52448600,524487
650556,377,65055600,650557
39898,744,3989800,39899
1669813,45,166981300,1669814
848703,927,84870300,848704
357429,58,35742900,357430
1421187,471,142118700,1421188
1774514,620,177451400,1774515
238631,731,23863100,238632
417846,400,41784600,417847
1093377,994,109337700,1093378
1434758,539,143475800,1434759
435254,445,43525400,435255
1427524,993,142752400,1427525
869772,161,86977200,869773
791028,524,79102800,791029
1534076,669,153407600,1534077
1399732,195,139973200,1399733
1985627,901,198562700,1985628
1813326,807,181332600,1813327
146184,499,14618400,146185
173720,951,17372000,173721
1108713,293,110871300,1108714
947844,886,94784400,947845
1677043,579,167704300,1677044
879712,60,87971200,879713
475398,315,47539800,475399
1688682,80,168868200,1688672
871705,321,87170500,871695
1806396,154,180639600,1806397
1660052,498,166005200,1660053
657446,425,65744600,657447
1556997,158,155699700,1556998
139011,598,13901100,139012
189494,809,18949400,189495
1109385,109,110938500,1109386
430927,538,43092700,430917
1704249,959,170424900,1704250
99313,258,9931300,99314
70150,373,7015000,70151
40857,551,4085700,40858
1511238,945,151123800,1511239
1693367,917,169336700,1693368
1724995,773,172499500,1724996
1414468,577,141446800,1414469
675409,61,67540900,675410
351567,4,35156700,351568
1615893,936,161589300,1615894
1398125,60,139812500,1398126
595421,835,59542100,595422
1343180,324,134318000,1343181
865533,383,86553300,865534
84832,103,8483200,84833
218134,602,21813400,218135
13150,349,1315000,13151
1022957,363,102295700,1022958
173660,701,17366000,173661
1040667,926,104066700,1040657
810619,405,81061900,810620
834574,627,83457400,834575
850886,24,85088600,850887
748465,74,74846500,748466
480214,888,48021400,480215
297611,938,29761100,297612
189857,163,18985700,189858
1506686,123,150668600,1506687
944904,229,94490400,944905
115826,760,11582600,115827
948907,858,94890700,948908
893,898,89300,894
346998,990,34699800,346999
104217,9,10421700,104207
422695,803,42269500,422696
319803,290,31980300,319804
1940736,927,194073600,1940737
58499,529,5849900,58500
407126,852,40712600,407127
946580,455,94658000,946581
1713288,327,171328800,1713289
1725264,777,172526400,1725265
122782,291,12278200,122783
842000,556,84200000,842001
1892937,545,189293700,1892938
1205872,225,120587200,1205862
108454,738,10845400,108455
1034139,848,103413900,1034140
941994,328,94199400,941995
1424036,309,142403600,1424037
823044,571,82304400,823045
1977391,133,197739100,1977392
826297,161,82629700,826298
1723718,704,172371800,1723719
994044,643,99404400,994045
1983077,436,198307700,1983078
1610756,49,161075600,1610757
845848,77,84584800,845849
600129,332,60012900,600130
596512,731,59651200,596513
104096,826,10409600,104097
628755,550,62875500,628756
344010,847,34401000,344011
1948859,455,194885900,1948860
1397749,101,139774900,1397750
1429605,676,142960500,1429606
1632323,99,163232300,1632324
202096,251,20209600,202097
310337,322,31033700,310338
74491,948,7449100,74492
235515,738,23551500,235516
1943949,726,194394900,1943950
1887527,494,188752700,1887528
1894854,954,189485400,1894855
610539,826,61053900,610540
173889,348,17388900,173890
589648,234,58964800,589649
1616134,665,161613400,1616135
1415647,70,141564700,1415648
874098,592,87409800,874099
697036,57,69703600,697037
1053876,139,105387600,1053877
1257698,37,125769800,1257699
1241450,494,124145000,1241451
1473029,427,147302900,1473030
1849626,548,184962600,1849627
855197,589,85519700,855198
465447,46,46544700,465448
585289,150,58528900,585290
1048609,718,104860900,1048610
1090597,555,109059700,1090598
925158,478,92515800,925159
675126,201,67512600,675127
1137341,587,113734100,1137342
1796928,677,179692800,1796929
218172,248,21817200,218173
1329746,346,132974600,1329747
1027958,297,102795800,1027959
1819484,733,181948400,1819485
324131,550,32413100,324132
638813,804,63881300,638814
1042502,154,104250200,1042503
339720,843,33972000,339721
128638,200,12863800,128639
1402757,678,140275700,1402758
675338,610,67533800,675339
1672006,744,167200600,1672007
56926,895,5692600,56927
1635349,240,163534900,1635350
1996435,40,199643500,1996436
1480938,209,148093800,1480939
1735244,48,173524400,1735245
859585,348,85958500,859586
1344894,229,134489400,1344895
423493,895,42349300,423494
1713537,398,171353700,1713538
545032,46,54503200,545033
470158,9,47015800,470159
1306463,2,130646300,1306464
1689791,168,168979100,1689792
1799105,34,179910500,1799106
1562778,329,156277800,1562779
854366,674,85436600,854367
1123862,329,112386200,1123863
837480,352,83748000,837481
1067950,778,106795000,1067951
1024332,407,102433200,1024333
1144114,870,114411400,1144115
681891,620,68189100,681892
963514,919,96351400,963515
13613,680,1361300,13614
657048,161,65704800,657049
929839,417,92983900,929840
1021193,753,102119300,1021194
1354984,240,135498400,1354985
1170603,165,117060300,1170604
432051,922,43205100,432052
896320,446,89632000,896321
527894,162,52789400,527895
1263809,771,126380900,1263810
1258190,709,125819000,1258191
812068,941,81206800,812069
137320,599,13732000,137321
1751796,25,175179600,1751797
433949,398,43394900,433950
891845,658,89184500,891846
440552,941,44055200,440553
1430244,523,143024400,1430245
957093,724,95709300,957094
1595168,980,159516800,1595158
175121,152,17512100,175122
1638961,124,163896100,1638962
330238,807,33023800,330239
140738,889,14073800,140739
1188865,272,118886500,1188866
1670209,950,167020900,1670210
754395,659,75439500,754396
207973,39,20797300,207974
279019,903,27901900,279020
58708,607,5870800,58709
643396,758,64339600,643397
351820,529,35182000,351821
719172,948,71917200,719173
1367298,261,136729800,1367299
1879719,583,187971900,1879720
937435,595,93743500,937436
938626,140,93862600,938627
856186,168,85618600,856187
1556904,199,155690400,1556905
349549,271,34954900,349550
898872,500,89887200,898873
1419565,791,141956500,1419566
729846,417,72984600,729847
1838422,883,183842200,1838423
199222,72,19922200,199223
139616,499,13961600,139617
1094159,258,109415900,1094160
1306231,457,130623100,1306232
4373,308,437300,4374
591316,449,59131600,591317
808684,576,80868400,808685
423110,230,42311000,423111
653952,112,65395200,653953
399837,914,39983700,399838
1079647,196,107964700,1079648
1655305,643,165530500,1655306
1561775,713,156177500,1561776
1476912,537,147691200,1476913
1268473,296,126847300,1268463
1664522,985,166452200,1664523
1957300,809,195730000,1957301
305650,866,30565000,305651
1196651,406,119665100,1196652
1326586,389,132658600,1326587
419825,616,41982500,419826
43027,942,4302700,43028
372058,415,37205800,372059
298435,513,29843500,298436
1212177,219,121217700,1212178
1178571,698,117857100,1178572
753294,662,75329400,753295
1641360,878,164136000,1641361
1102313,654,110231300,1102314
1656855,182,165685500,1656856
605277,711,60527700,605278
1611509,225,161150900,1611510
1370496,361,137049600,1370497
1661689,871,166168900,1661690
632756,738,63275600,632746
506698,125,50669800,506699
1708183,49,170818300,1708184
1321937,306,132193700,1321938
702937,322,70293700,702938
164403,384,16440300,164404
188457,656,18845700,188458
1806073,760,180607300,1806074
1601860,161,160186000,1601861
1590952,411,159095200,1590953
1134673,655,113467300,1134674
672353,629,67235300,672354
884709,237,88470900,884710
1655989,385,165598900,1655990
542032,497,54203200,542033
1570926,945,157092600,1570927
1884475,293,188447500,1884476
654278,778,65427800,654279
1344768,306,134476800,1344769
30517,728,3051700,30518
1228948,467,122894800,1228949
1114255,870,111425500,1114256
1731294,945,173129400,1731295
233230,770,23323000,233231
690582,806,69058200,690583
132493,906,13249300,132494
137128,4,13712800,137129
1917158,408,191715800,1917159
149496,155,14949600,149497
194249,563,19424900,194250
463461,40,46346100,463462
1839587,593,183958700,1839588
1343451,953,134345100,1343452
531510,4,53151000,531511
1945649,209,194564900,1945650
413299,8,41329900,413300
219487,602,21948700,219488
695307,622,69530700,695308
1057465,375,105746500,1057466
1051731,53,105173100,1051732
384033,761,38403300,384034
154375,297,15437500,154376
407154,672,40715400,407155
1716382,558,171638200,1716383
1082326,967,108232600,1082316
1977718,68,197771800,1977719
903957,966,90395700,903958
1531336,535,153133600,1531337
343591,357,34359100,343592
509681,173,50968100,509682
1420327,364,142032700,1420328
1970685,135,197068500,1970686
483905,34,48390500,483906
869898,700,86989800,869899
1498296,598,149829600,1498297
1038701,13,103870100,1038702
186921,931,18692100,186922
1121671,135,112167100,1121672
898625,412,89862500,898626
1736166,789,173616600,1736167
1686565,733,168656500,1686566
1019485,309,101948500,1019486
1340288,43,134028800,1340289
1062826,421,106282600,1062827
1201560,163,120156000,1201561
589169,119,58916900,589170
959395,345,95939500,959396
781927,521,78192700,781928
1472419,371,147241900,1472420
906844,307,90684400,906845
1047751,521,104775100,1047752
559209,308,55920900,559210
1428687,434,142868700,1428688
418860,613,41886000,418861
1036661,395,103666100,1036662
1540353,287,154035300,1540354
837554,846,83755400,837555
108378,925,10837800,108379
1267094,723,126709400,1267095
1347061,496,134706100,1347062
410665,352,41066500,410666
443446,71,44344600,443447
1977528,660,197752800,1977529
773208,441,77320800,773209
906492,816,90649200,906493
114456,12,11445600,114457
646089,791,64608900,646090
1113666,926,111366600,1113667
1938016,65,193801600,1938017
1501893,806,150189300,1501894
838214,132,83821400,838215
1056561,523,105656100,1056562
1590966,581,159096600,1590956
1719141,115,171914100,1719142
1376799,595,137679900,1376800
420084,614,42008400,420085
1035171,701,103517100,1035172
934404,670,93440400,934405
1082953,358,108295300,1082954
1979949,813,197994900,1979950
723436,850,72343600,723426
1181267,67,118126700,1181268
1117672,802,111767200,1117673
267627,294,26762700,267628
1781332,306,178133200,1781333
56325,134,5632500,56326
1038862,609,103886200,1038863
127614,950,12761400,127615
1897607,748,189760700,1897608
1459477,867,145947700,1459478
1165760,438,116576000,1165761
1899488,539,189948800,1899489
825217,837,82521700,825218
505127,684,50512700,505128
1750109,985,175010900,1750110
726419,85,72641900,726420
83150,62,8315000,83151
724372,35,72437200,724373
1227214,859,122721400,1227215
1482261,826,148226100,1482262
816149,130,81614900,816150
1410180,382,141018000,1410181
372615,698,37261500,372616
434355,814,43435500,434356
427981,612,42798100,427982
944745,451,94474500,944746
1771868,277,177186800,1771869
10782,881,1078200,10783
1083558,729,108355800,1083559
1970042,105,197004200,1970043
440044,897,44004400,440045
1063582,44,106358200,1063583
361314,38,36131400,361315
543960,622,54396000,543950
183341,207,18334100,183342
565958,104,56595800,565959
524447,720,52444700,524448
1914195,789,191419500,1914196
1737864,848,173786400,1737865
39211,5,3921100,39212
261680,418,26168000,261681
65427,517,6542700,65428
1911588,342,191158800,1911589
545487,924,54548700,545488
440006,48,44000600,440007
1401261,609,140126100,1401262
201083,914,20108300,201084
1386519,209,138651900,1386520
926278,900,92627800,926279
477030,778,47703000,477031
1814252,679,181425200,1814253
34308,398,3430800,34309
951083,508,95108300,951084
541887,230,54188700,541877
60722,576,6072200,60723
1247943,561,124794300,1247944
1635787,679,163578700,1635788
571746,732,57174600,571747
1664533,591,166453300,1664534
1833294,366,183329400,1833295
1368199,205,136819900,1368200
1723217,165,172321700,1723218
587784,164,58778400,587785
1579116,682,157911600,1579117
156503,363,15650300,156504
1655415,212,165541500,1655416
374017,43,37401700,374018
1649263,711,164926300,1649264
1603122,666,160312200,1603123
1223289,886,122328900,1223290
1112190,161,111219000,1112191
833570,373,83357000,833571
1628465,137,162846500,1628466
1500534,849,150053400,1500535
950067,121,95006700,950068
403017,689,40301700,403018
362856,341,36285600,362857
1741191,764,174119100,1741192
859865,101,85986500,859866
916712,69,91671200,916713
613245,560,61324500,613246
1519181,592,151918100,1519182
69982,651,6998200,69983
1484326,694,148432600,1484316
1907777,362,190777700,1907778
1495502,382,149550200,1495503
1530998,165,153099800,1530999
1263614,936,126361400,1263615
700673,482,70067300,700674
272689,746,27268900,272690
1594600,522,159460000,1594601
1370651,54,137065100,1370652
590685,691,59068500,590686
1984491,648,198449100,1984481
344970,259,34497000,344971
1329522,692,132952200,1329523
1158825,764,115882500,1158815
1568180,911,156818000,1568181
1182042,87,118204200,1182043
752407,374,75240700,752408
1190025,312,119002500,1190026
1267791,370,126779100,1267792
679291,793,67929100,679292
1528494,938,152849400,1528495
1918681,716,191868100,1918682
1543387,366,154338700,1543388
1002148,406,100214800,1002138
880452,578,88045200,880453
1757979,563,175797900,1757980
1607924,290,160792400,1607925
678468,880,67846800,678458
1241970,570,124197000,1241971
1727568,194,172756800,1727569
1309383,564,130938300,1309384
1131471,233,113147100,1131472
560629,834,56062900,560630
1249953,926,124995300,1249954
1809556,507,180955600,1809557
1972252,841,197225200,1972253
971904,736,97190400,971905
1299895,747,129989500,1299896
779185,341,77918500,779186
1275407,776,127540700,1275408
257761,915,25776100,257762
1271004,921,127100400,1271005
1137249,664,113724900,1137250
1398257,196,139825700,1398258
1540457,622,154045700,1540458
519193,755,51919300,519194
532016,487,53201600,532017
830741,193,83074100,830742
108864,59,10886400,108865
190416,210,19041600,190417
500848,505,50084800,500849
1167598,142,116759800,1167599
1019683,97,101968300,1019684
1284609,943,128460900,1284610
106750,692,10675000,106740
1867054,544,186705400,1867055
1956447,586,195644700,1956448
1327944,997,132794400,1327945
1753130,529,175313000,1753131
701352,101,70135200,701353
990982,417,99098200,990983
335722,938,33572200,335723
134071,532,13407100,134072
1130722,671,113072200,1130723
1709346,170,170934600,1709347
146719,129,14671900,146720
1517346,932,151734600,1517347
97010,729,9701000,97011
542668,831,54266800,542669
1224853,109,122485300,1224854
1005275,473,100527500,1005276
1177720,376,117772000,1177721
1434317,843,143431700,1434318
1520307,274,152030700,1520308
892340,682,89234000,892341
653027,87,65302700,653028
1609606,978,160960600,1609607
1565585,428,156558500,1565586
1571020,172,157102000,1571021
596854,602,59685400,596855
904489,983,90448900,904490
880849,43,88084900,880850
314538,827,31453800,314539
570327,295,57032700,570328
1838750,282,183875000,1838751
719777,35,71977700,719767
1974266,876,197426600,1974267
1005270,860,100527000,1005271
243726,90,24372600,243727
1305946,938,130594600,1305947
883291,776,88329100,883292
1689809,473,168980900,1689810
1903907,576,190390700,1903908
1574032,697,157403200,1574033
1174417,884,117441700,1174418
1173211,670,117321100,1173212
1694946,57,169494600,1694947
867840,21,86784000,867841
1993491,562,199349100,1993492
370827,482,37082700,370828
749332,984,74933200,749333
1512028,472,151202800,1512029
1655071,811,165507100,1655072
267665,457,26766500,267666
139622,846,13962200,139623
1066752,479,106675200,1066753
776683,358,77668300,776684
618983,21,61898300,618984
704763,97,70476300,704764
47423,268,4742300,47424
1254932,903,125493200,1254933
1629171,183,162917100,1629172
378382,276,37838200,378383
1404872,748,140487200,1404873
1782917,357,178291700,1782918
1915558,736,191555800,1915559
74246,288,7424600,74247
1443434,774,144343400,1443424
1198482,306,119848200,1198483
714118,704,71411800,714119
1877197,449,187719700,1877198
1637344,305,163734400,1637345
909174,770,90917400,909175
308070,613,30807000,308071
1984946,761,198494600,1984947
448511,437,44851100,448512
574813,943,57481300,574814
930095,639,93009500,930096
511147,415,51114700,511148
1713677,425,171367700,1713678
1955347,160,195534700,1955348
1778763,188,177876300,1778764
1048355,949,104835500,1048356
740150,612,74015000,740151
282576,231,28257600,282577
79098,391,7909800,79099
236005,53,23600500,236006
630168,177,63016800,630169
455495,404,45549500,455496
374724,426,37472400,374725
1404890,174,140489000,1404891
582198,532,58219800,582199
1608556,52,160855600,1608557
637242,471,63724200,637243
1893783,477,189378300,1893784
1806733,792,180673300,1806734
648509,753,64850900,648499
404238,769,40423800,404239
1665927,705,166592700,1665928
956081,317,95608100,956082
32360,268,3236000,32361
1612796,668,161279600,1612797
1209204,804,120920400,1209205
365284,126,36528400,365285
689779,747,68977900,689780
1037031,478,103703100,1037032
1944128,627,194412800,1944129
763883,570,76388300,763884
986773,319,98677300,986774
766805,510,76680500,766806
1592048,594,159204800,1592049
1264861,952,126486100,1264862
1127688,727,112768800,1127689
983104,228,98310400,983105
532965,679,53296500,532955
852479,326,85247900,852480
73450,184,7345000,73451
222258,754,22225800,222259
1298083,282,129808300,1298084
1791456,796,179145600,1791457
959036,130,95903600,959037
229334,51,22933400,229335
569214,135,56921400,569215
1709526,582,170952600,1709527
1672039,537,167203900,1672040
1677893,3,167789300,1677894
966615,555,96661500,966616
1038624,687,103862400,1038625
950321,462,95032100,950322
1860135,120,186013500,1860125
1391200,614,139120000,1391201
1162923,828,116292300,1162924
1960431,788,196043100,1960432
819894,476,81989400,819895
1465695,950,146569500,1465696
1255760,274,125576000,1255761
959124,363,95912400,959125
1396713,727,139671300,1396714
21529,818,2152900,21530
169956,237,16995600,169957
1165568,59,116556800,1165569
1227845,382,122784500,1227846
920126,229,92012600,920127
592747,145,59274700,592748
1197005,427,119700500,1197006
1705874,962,170587400,1705875
1850575,214,185057500,1850576
1008009,446,100800900,1008010
118250,875,11825000,118251
928758,782,92875800,928759
999986,865,99998600,999987
167430,839,16743000,167431
1129263,409,112926300,1129264
1865592,315,186559200,1865593
759112,252,75911200,759113
1182679,988,118267900,1182680
907166,346,90716600,907167
589569,562,58956900,589570
1046501,955,104650100,1046502
1521468,163,152146800,1521469
1479207,523,147920700,1479208
1854740,535,185474000,1854730
472541,774,47254100,472542
1772194,434,177219400,1772195
222051,455,22205100,222052
1233055,481,123305500,1233056
298429,642,29842900,298430
1942560,649,194256000,1942561
759268,929,75926800,759269
1891523,360,189152300,1891524
283751,539,28375100,283752
1275809,45,127580900,1275810
1567947,492,156794700,1567948
300092,601,30009200,300093
546157,208,54615700,546158
1348345,678,134834500,1348346
1466277,772,146627700,1466278
1820313,629,182031300,1820314
1495657,5,149565700,1495658
1963088,363,196308800,1963089
86730,623,8673000,86731
43317,718,4331700,43318
1093002,422,109300200,1093003
1453754,518,145375400,1453755
1018900,654,101890000,1018901
485702,557,48570200,485703
1352727,2,135272700,1352728
132387,724,13238700,132388
1122431,455,112243100,1122432
284329,865,28432900,284330
856703,977,85670300,856704
889264,291,88926400,889265
1452700,525,145270000,1452701
1111332,410,111133200,1111333
555175,883,55517500,555176
259887,925,25988700,259888
1237092,902,123709200,1237093
1475680,500,147568000,1475681
1946759,777,194675900,1946760
311611,160,31161100,311612
1140164,686,114016400,1140165
1740617,408,174061700,1740618
1561791,631,156179100,1561792
1683103,506,168310300,1683104
1263166,44,126316600,1263167
1476192,808,147619200,1476193
359285,607,35928500,359286
1026182,930,102618200,1026183
294686,953,29468600,294687
1828860,692,182886000,1828861
1092603,596,109260300,1092604
1080252,668,108025200,1080253
885119,692,88511900,885120
1596126,778,159612600,1596127
869871,161,86987100,869872
1325028,40,132502800,1325029
304887,928,30488700,304888
1538049,106,153804900,1538050
1619611,106,161961100,1619612
1588926,846,158892600,1588927
1224438,215,122443800,1224439
47790,398,4779000,47791
766104,784,76610400,766105
1203781,48,120378100,1203771
303069,567,30306900,303070
1632778,696,163277800,1632779
1377319,66,137731900,1377320
1788983,228,178898300,1788973
1429635,968,142963500,1429636
18581,366,1858100,18571
1659407,296,165940700,1659408
574287,851,57428700,574288
1070875,909,107087500,1070876
1213319,503,121331900,1213320
984697,829,98469700,984698
633428,118,63342800,633429
946881,198,94688100,946882
662723,771,66272300,662724
1575682,825,157568200,1575683
1150928,24,115092800,1150929
353892,699,35389200,353893
1350186,211,135018600,1350187
1861800,622,186180000,1861801
1445761,857,144576100,1445762
50039,801,5003900,50040
1453672,758,145367200,1453673
715070,931,71507000,715071
449809,900,44980900,449810
29559,359,2955900,29560
927369,277,92736900,927370
405939,916,40593900,405940
1386420,732,138642000,1386421
598971,907,59897100,598972
1545401,699,154540100,1545402
361573,478,36157300,361574
1673550,3,167355000,1673551
1554748,472,155474800,1554749
1430174,794,143017400,1430175
658238,509,65823800,658239
1016731,852,101673100,1016732
1255977,810,125597700,1255978
166611,291,16661100,166612
1995289,914,199528900,1995290
201225,209,20122500,201226
502122,101,50212200,502123
1670031,58,167003100,1670032
1256799,972,125679900,1256800
1958212,588,195821200,1958213
1610216,346,161021600,1610217
970028,203,97002800,970029
857355,975,85735500,857356
1970110,904,197011000,1970111
314369,685,31436900,314370
64303,936,6430300,64304
373498,767,37349800,373499
936737,520,93673700,936738
1972640,562,197264000,1972641
11016,535,1101600,11017
735732,864,73573200,735733
1824955,399,182495500,1824956
85349,375,8534900,85350
1152277,497,115227700,1152278
1187693,686,118769300,1187694
81564,591,8156400,81565
1604139,343,160413900,1604140
1738097,5,173809700,1738098
894232,993,89423200,894233
1825192,341,182519200,1825193
4008,377,400800,4009
851734,633,85173400,851735
1225946,543,122594600,1225947
1315853,996,131585300,1315854
545340,651,54534000,545341
620557,857,62055700,620558
1292480,632,129248000,1292481
1910341,728,191034100,1910342
893553,463,89355300,893554
88965,795,8896500,88966
435978,104,43597800,435979
1724617,198,172461700,1724618
1149435,774,114943500,1149436
859770,399,85977000,859771
825500,668,82550000,825501
776830,503,77683000,776820
1032961,235,103296100,1032962
1279804,470,127980400,1279805
1388357,383,138835700,1388358
235658,770,23565800,235659
1811472,590,181147200,1811473
1047828,277,104782800,1047829
562418,45,56241800,562419
1276886,214,127688600,1276887
609195,568,60919500,609185
935757,620,93575700,935758
1057576,504,105757600,1057577
105087,484,10508700,105088
1425006,633,142500600,1425007
317382,377,31738200,317372
1012828,68,101282800,1012829
693652,10,69365200,693653
1805032,697,180503200,1805033
771647,929,77164700,771648
745859,168,74585900,745860
1059643,537,105964300,1059644
1549062,716,154906200,1549063
108919,638,10891900,108920
1874954,943,187495400,1874955
211386,57,21138600,211387
1401445,499,140144500,1401446
1115691,798,111569100,1115692
773189,562,77318900,773190
